image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,welcome_text.stopped,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/16_Emma_Stone_0014.jpg,non_target,0,0,0,0,0,62,62,10,,,,,,,,,,,,,,274.9046929000033,274.9046929000033,275.38853600000584,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/17_Margot_Robbie_0006.jpg,non_target,0,0,0,0,0,63,63,14,,,,,,,,,,,,,,275.9057949000053,275.9057949000053,276.38961550000386,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/38_Neil_Patrick_Harris_0006.jpg,non_target,0,0,0,0,0,64,64,76,,,,,,,,,,,,,,276.90689840000414,276.90689840000414,277.3907313000018,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/55_Jackie_Chan_0015.jpg,non_target,0,0,0,0,0,65,65,116,,,,,,,,,,,,,,277.89127030000236,277.89127030000236,278.3918666000027,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/19_Margot_Robbie_0004.jpg,non_target,0,0,0,0,0,66,66,24,,,,,,,,,,,,,,278.9090920000017,278.9090920000017,279.3929769000024,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/40_Will_Smith_0012.jpg,non_target,0,0,0,0,0,67,67,86,,,,,,,,,,,,,,279.89350540000305,279.89350540000305,280.39404690000083,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/18_Daniel_Radcliffe_0002.jpg,target,0,0,0,0,0,68,68,17,,,,,,,,,,,,,,280.9112834000043,280.9112834000043,281.3951548000041,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/37_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,69,69,72,,,,,,,,,,,,,,281.9123707000035,281.9123707000035,282.39625309999974,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/26_Scarlett_Johansson_0008.jpg,non_target,0,0,0,0,0,70,70,55,,,,,,,,,,,,,,282.9134506000046,282.9134506000046,283.3974359000058,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/55_Jackie_Chan_0003.jpg,non_target,0,0,0,0,0,71,71,114,,,,,,,,,,,,,,283.9145400000052,283.9145400000052,284.3983828000055,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/22_Emma_Watson_0001.jpg,non_target,0,0,0,0,0,72,72,40,,,,,,,,,,,,,,284.9009057000003,284.9009057000003,285.3997524000006,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/18_Emma_Watson_0004.jpg,non_target,0,0,0,0,0,73,73,21,,,,,,,,,,,,,,285.91677250000066,285.91677250000066,286.40072320000036,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/47_Johnny_Depp_0003.jpg,non_target,0,0,0,0,0,74,74,97,,,,,,,,,,,,,,286.90132599999924,286.90132599999924,287.4017893000055,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/21_Daniel_Radcliffe_0002.jpg,target,0,0,0,0,0,75,75,30,,,,,,,,,,,,,,287.9190299000038,287.9190299000038,288.40281759999925,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/16_Emma_Stone_0010.jpg,non_target,0,0,0,0,0,76,76,8,,,,,,,,,,,,,,288.92004720000114,288.92004720000114,289.4039086000048,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/51_Jackie_Chan_0006.jpg,non_target,0,0,0,0,0,77,77,110,,,,,,,,,,,,,,289.9211310000028,289.9211310000028,290.3884340000004,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/31_Neil_Patrick_Harris_0008.jpg,non_target,0,0,0,0,0,78,78,60,,,,,,,,,,,,,,290.90559570000187,290.90559570000187,291.38942430000316,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/44_Will_Smith_0015.jpg,non_target,0,0,0,0,0,79,79,93,,,,,,,,,,,,,,291.8899601000012,291.8899601000012,292.3905204000039,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/29_Scarlett_Johansson_0016.jpg,non_target,0,0,0,0,0,80,80,59,,,,,,,,,,,,,,292.90778560000035,292.90778560000035,293.39164059999894,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/50_Johnny_Depp_0018.jpg,non_target,0,0,0,0,0,81,81,109,,,,,,,,,,,,,,293.9088703000016,293.9088703000016,294.3927595999994,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/22_Margot_Robbie_0010.jpg,non_target,0,0,0,0,0,82,82,43,,,,,,,,,,,,,,294.9099776000003,294.9099776000003,295.3938182999991,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/17_Emma_Watson_0006.jpg,non_target,0,0,0,0,0,83,83,13,,,,,,,,,,,,,,295.91109549999965,295.91109549999965,296.39489100000355,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/50_Johnny_Depp_0008.jpg,non_target,0,0,0,0,0,84,84,107,,,,,,,,,,,,,,296.9121349000052,296.9121349000052,297.39601219999895,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/29_Scarlett_Johansson_0010.jpg,non_target,0,0,0,0,0,85,85,58,,,,,,,,,,,,,,297.9132721999995,297.9132721999995,298.3970894000013,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/38_Will_Smith_0013.jpg,non_target,0,0,0,0,0,86,86,77,,,,,,,,,,,,,,298.90024500000436,298.90024500000436,299.39839460000076,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/14_Emma_Watson_0004.jpg,non_target,0,0,0,0,0,87,87,0,,,,,,,,,,,,,,299.91540910000185,299.91540910000185,300.3992966000005,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/39_Neil_Patrick_Harris_0001.jpg,non_target,0,0,0,0,0,88,88,82,,,,,,,,,,,,,,300.9164702000053,300.9164702000053,301.40033750000293,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
Celebs/33_Jim_Parsons_0011.jpg,non_target,0,0,0,0,0,89,89,64,,,,,,,,,,,,,,301.9175819000011,301.9175819000011,302.40147660000366,,,,,,1,001,21,Male,2023-04-14_12h19.57.541,face_recognition_ERP_protocol,2022.2.5,59.841432171686115,
