image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,eye_text.stopped,text.started,text.stopped,closedEyes_text.started,beep.started,closedEyes_text.stopped,trialImage.started,polygon.started,blank_text.started,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,goodbye_text.started,goodbye_text.stopped,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/39_Jim_Parsons_0001.jpg,non_target,0,0,0,0,0,71,71,49,,,,,,,,,,,,,153.38793169998098,153.38793169998098,153.88783079996938,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/50_Johnny_Depp_0018.jpg,non_target,0,0,0,0,0,72,72,24,,,,,,,,,,,,,154.38800350000383,154.38800350000383,154.8889452999574,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/54_Jackie_Chan_0014.jpg,non_target,0,0,0,0,0,73,73,111,,,,,,,,,,,,,155.3904671999626,155.3904671999626,155.89003389998106,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/19_Margot_Robbie_0001.jpg,non_target,0,0,0,0,0,74,74,51,,,,,,,,,,,,,156.39374579995638,156.39374579995638,156.89114749996224,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/16_Margot_Robbie_0009.jpg,non_target,0,0,0,0,0,75,75,107,,,,,,,,,,,,,157.39281260001007,157.39281260001007,157.89226459997008,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/42_Will_Smith_0012.jpg,non_target,0,0,0,0,0,76,76,64,,,,,,,,,,,,,158.39384919998702,158.39384919998702,158.89331489999313,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/51_Jackie_Chan_0006.jpg,non_target,0,0,0,0,0,77,77,97,,,,,,,,,,,,,159.37825899996096,159.37825899996096,159.8777667999966,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/28_Scarlett_Johansson_0005.jpg,non_target,0,0,0,0,0,78,78,50,,,,,,,,,,,,,160.3793858999852,160.3793858999852,160.8788540000096,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/20_Margot_Robbie_0004.jpg,non_target,0,0,0,0,0,79,79,116,,,,,,,,,,,,,161.3799206999829,161.3799206999829,161.87993429997005,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/32_Jim_Parsons_0018.jpg,non_target,0,0,0,0,0,80,80,46,,,,,,,,,,,,,162.38083059998462,162.38083059998462,162.88104070001282,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/39_Jim_Parsons_0004.jpg,non_target,0,0,0,0,0,81,81,88,,,,,,,,,,,,,163.3822341999621,163.3822341999621,163.8821486000088,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/45_Will_Smith_0010.jpg,non_target,0,0,0,0,0,82,82,69,,,,,,,,,,,,,164.38354529999197,164.38354529999197,164.88325889996486,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/48_Johnny_Depp_0001.jpg,non_target,0,0,0,0,0,83,83,106,,,,,,,,,,,,,165.38451040000655,165.38451040000655,165.88445889996365,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/36_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,84,84,79,,,,,,,,,,,,,166.3858806999633,166.3858806999633,166.8854923999752,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/33_Jim_Parsons_0011.jpg,non_target,0,0,0,0,0,85,85,34,,,,,,,,,,,,,167.38704339996912,167.38704339996912,167.886502999987,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/26_Scarlett_Johansson_0008.jpg,non_target,0,0,0,0,0,86,86,47,,,,,,,,,,,,,168.38771350000752,168.38771350000752,168.88760560000082,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/21_Daniel_Radcliffe_0009.jpg,target,0,0,0,0,0,87,87,83,,,,,,,,,,,,,169.38878400000976,169.38878400000976,169.88868269999512,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/37_Neil_Patrick_Harris_0014.jpg,non_target,0,0,0,0,0,88,88,37,,,,,,,,,,,,,170.3900069000083,170.3900069000083,170.88905810000142,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
Celebs/33_Neil_Patrick_Harris_0011.jpg,non_target,0,0,0,0,0,89,89,112,,,,,,,,,,,,,171.39123800001107,171.39123800001107,171.89088029996492,,,,,,,000639,001,,,2023-06-02_17h03.38.764,face_recognition_ERP_protocol,2022.2.5,59.857622647763755,
