image,stimulus,trial_block.thisRepN,trial_block.thisTrialN,trial_block.thisN,trial_block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,welcome_text.started,instructions_text.started,spacebar_key.started,spacebar_key.keys,spacebar_key.rt,eye_text.started,text.started,closedEyes_text.started,trialImage.started,polygon.started,blank_text.started,blank_text.stopped,trialBlockText.started,new_trialblock.started,new_trialblock.keys,new_trialblock.rt,participant,session,age,gender,date,expName,psychopyVersion,frameRate,
Celebs/36_Neil_Patrick_Harris_0007.jpg,non_target,0,0,0,0,0,78,78,5,,,,,,,,,105.93257209996227,105.93257209996227,106.41684019996319,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/20_Margot_Robbie_0004.jpg,non_target,0,0,0,0,0,79,79,114,,,,,,,,,106.93339909997303,106.93339909997303,107.41813620005269,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/22_Emma_Stone_0013.jpg,non_target,0,0,0,0,0,80,80,1,,,,,,,,,107.93775919999462,107.93775919999462,108.41927359998226,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/49_Johnny_Depp_0013.jpg,non_target,0,0,0,0,0,81,81,32,,,,,,,,,108.93813699996099,108.93813699996099,109.4205801000353,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/20_Emma_Watson_0007.jpg,non_target,0,0,0,0,0,82,82,94,,,,,,,,,109.93739720003214,109.93739720003214,110.42214429995511,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/32_Jim_Parsons_0016.jpg,non_target,0,0,0,0,0,83,83,100,,,,,,,,,110.93962770001963,110.93962770001963,111.42242309998255,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/31_Neil_Patrick_Harris_0008.jpg,non_target,0,0,0,0,0,84,84,97,,,,,,,,,111.93902499997057,111.93902499997057,112.42321849998552,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/36_Neil_Patrick_Harris_0010.jpg,non_target,0,0,0,0,0,85,85,77,,,,,,,,,112.94317710003816,112.94317710003816,113.4242796000326,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/44_Will_Smith_0006.jpg,non_target,0,0,0,0,0,86,86,40,,,,,,,,,113.94145739998203,113.94145739998203,114.42537620000076,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
Celebs/47_Johnny_Depp_0009.jpg,non_target,0,0,0,0,0,87,87,22,,,,,,,,,114.94605599995703,114.94605599995703,115.42784779996146,,,,,,000547wwwwwww,001,,,2023-12-10_18h35.48.872,face_recognition_ERP_protocol,2022.2.5,59.89020925510503,
